word;Translation;Asso;F;Asso;F;Asso;F;total;t=x;T>1;T
piloot;pilot;vliegtuig;71;uniform;14;lucht;12;267;1;37;103
pincet;tweezers;splinter;39;pijn;17;haar;14;246;6;26;98
pindanoot;peanut;aap;33;zout;20;pindakaas;15;246;1;30;100
pingpong;ping-pong;tafel;51;balletje;29;bal;19;246;0;26;71
pinguïn;penguin;ijs;33;koud;30;noordpool;16;267;1;32;76
piraat;pirate;schip;32;boot;20;zee;19;246;0;31;91
piramide;pyramid;egypte;74;farao;25;zand;15;249;0;21;82
piranha;piranha;vis;51;tanden;27;gevaarlijk;22;270;2;32;85
pissebed;wood louse;vies;38;insect;33;grijs;14;270;7;33;104
pistolet;bread roll;bakker;42;lekker;23;zondag;20;246;2;23;69
pistool;pistol;dood;24;kogel;22;schieten;21;279;1;34;96
pit;pip; stone;appel;30;fruit;15;perzik;12;246;8;31;101
pita;pita;vlees;30;lekker;25;eten;16;264;3;28;88
pizza;pizza;italie;29;lekker;24;kaas;21;270;2;30;101
plaat;record;muziek;44;lp;13;cd;10;246;4;29;118
pladijs;plaice;vis;74;zee;40;plat;31;276;12;22;65
plamuurmes;filling-knife;muur;21;wit;16;huis;12;270;44;37;97
plan;plan;idee;24;kaart;22;huis;15;270;11;35;118
plank;board;hout;57;lat;9;nagel;9;246;1;34;99
plant;plant;groen;67;water;20;natuur;14;306;0;33;105
plastiek;plastic;fles;24;speelgoed;12;zak;12;246;3;38;123
plat;flat;dun;13;vlak;11;pannekoek;10;264;25;38;127
platenspeler;record player;muziek;28;oud;18;lp;17;249;3;28;96
platvis;flatfish;zee;40;water;19;eten;13;267;23;30;101
pleister;bandage;wonde;51;pijn;32;bloed;25;246;2;25;90
ploeg;plough;voetbal;32;team;24;sport;16;270;3;33;112
pluimpje;tuft; shuttle;licht;30;vogel;28;zacht;22;249;0;31;78
poef;hassock;zitten;21;zetel;17;paf;10;246;7;34;119
poema;cougar;dier;22;kat;19;snel;16;306;2;41;110
politie;police;blauw;36;uniform;15;boete;10;246;3;30;120
politieagent;policeman;blauw;40;uniform;25;boete;15;267;6;31;96
politiek;politics;saai;13;minister;12;regering;10;267;13;31;144
pollepel;ladle;soep;68;eten;13;keuken;13;249;8;23;90
polo;sports shirt;sport;36;paard;24;water;15;261;8;28;93
pomp;pump;water;63;fiets;28;benzine;23;300;3;36;113
pompelmoes;grapefruit;bitter;35;fruit;20;rond;15;267;6;31;74
pompoen;pumpkin;oranje;56;halloween;55;soep;52;267;1;18;60
pony;pony;paard;57;klein;32;kinderen;11;309;2;33;105
poot;paw;hond;42;tafel;40;dier;33;249;6;24;67
pop;doll;meisje;29;spelen;25;kind;20;246;0;31;94
popcorn;popcorn;cinema;33;film;29;mais;28;246;0;19;82
portefeuille;wallet;geld;76;leder;14;paspoort;11;246;2;29;74
portemonnee;purse;geld;95;leder;17;bankkaart;11;300;1;39;100
post;mail;brief;53;postbode;40;postzegel;15;267;1;30;85
postbode;postman;brief;44;fiets;32;post;20;267;3;25;75
postzegel;stamp;brief;56;post;19;likken;13;246;0;31;82
pot;jar;koken;53;deksel;43;pan;21;588;6;64;188
poten;paws;tafel;44;dier;39;stoel;28;303;17;27;80
potlood;pencil;gom;23;schrijven;22;tekenen;20;246;1;27;81
potvis;sperm whale;zee;49;groot;28;strand;18;267;2;30;84
praten;to talk;babbelen;21;mond;17;gesprek;12;270;14;38;107
prehistorie;prehistory;geschiedenis;17;dinosaurus;14;oermens;14;246;1;41;111
prei;leek;soep;44;groente;31;groen;29;267;9;31;82
priester;priest;kerk;66;kruis;15;mis;9;246;2;31;92
problemen;problems;oplossen;22;oplossing;16;moeilijk;9;249;3;40;130
proper;clean;kuisen;18;vuil;18;poetsen;15;276;1;42;104
pruik;wig;haar;44;kaal;33;kanker;14;249;1;31;89
pruim;plum;fruit;35;paars;26;boom;25;270;6;36;87
psycholoog;psychologist;dokter;13;praten;13;problemen;12;270;9;39;143
puck;puck;hockey;37;ijshockey;17;ijs;15;246;31;23;88
pudding;pudding;geel;44;lekker;27;dessert;18;267;6;26;88
pull;sweater;warm;38;winter;33;trui;29;246;8;21;68
punt;point;komma;33;einde;25;zin;23;255;3;32;91
puree;puree;aardappel;32;aardappelen;28;lekker;20;270;6;33;83
puzzel;puzzle;stukjes;26;moeilijk;11;spel;8;246;4;39;117
pyjama;pyjamas;slapen;55;bed;47;nacht;19;270;2;30;88
python;python;slang;75;gevaarlijk;19;wurgen;15;273;24;32;92
raam;window;glas;34;venster;30;buiten;11;270;1;32;94
rabarber;rhubarb;zuur;53;confituur;27;taart;17;300;2;31;92
racen;to race;auto;56;snel;20;formuleeen;17;264;1;32;97
racket;racquet;tennis;66;ruimte;25;bal;19;270;8;29;75
rad;wheel;kermis;25;fortuin;24;wiel;24;246;6;27;86
radijs;radish;rood;53;groente;25;tuin;14;267;6;30;83
radio;radio;muziek;58;nieuws;16;lawaai;11;246;1;29;88
raket;rocket;maan;37;ruimte;32;tennis;19;267;2;31;105
ramp;disaster;tsunami;23;aardbeving;12;natuur;11;270;7;40;132
rasp;grater;kaas;43;wortel;31;wortelen;18;270;11;32;94
rat;rat;muis;40;vies;34;riool;18;267;0;31;83
recht;right;krom;31;lijn;17;advocaat;17;270;6;34;118
rechtbank;court;advocaat;46;rechter;45;straf;9;270;5;30;97
rechter;judge;rechtbank;27;advocaat;19;toga;18;270;1;45;115
regen;rain;nat;58;paraplu;40;koud;17;273;2;28;93
regenboog;rainbow;regen;58;kleuren;58;zon;44;294;0;21;77
regering;government;politiek;25;parlement;20;ministers;17;246;2;31;91
reiger;heron;vogel;53;vis;33;vijver;26;270;2;24;70
reis;travel, trip;zon;29;vliegtuig;26;vakantie;20;270;1;40;109
reizen;to travel;vliegtuig;33;zon;20;vakantie;16;249;0;34;108
rek;rack;boeken;22;elastiek;12;winkel;10;276;5;42;146
reptiel;reptile;slang;34;hagedis;31;krokodil;24;267;6;27;84
restaurant;restaurant;eten;71;lekker;20;gezellig;16;267;1;27;105
revolver;revolver;schieten;30;dood;20;geweer;18;249;1;25;91
ribben;ribs;lichaam;26;eten;21;borstkas;14;261;0;40;84
ridder;knight;paard;41;zwaard;23;middeleeuwen;23;249;2;22;87
riek;three-pronged fork;boer;42;hooi;26;tuin;13;246;21;22;85
riem;belt;broek;76;leer;19;gesp;14;267;9;30;94
riet;reed;water;16;vijver;14;suiker;13;246;2;40;111
rijbewijs;(driving) licence;auto;70;examen;18;vrijheid;8;270;16;33;100
rijden;to drive;auto;82;fiets;31;paard;17;267;1;26;76
rijk;rich;geld;61;arm;28;villa;9;255;2;25;109
rijst;rice;eten;25;china;23;kip;20;267;5;33;88
ring;ring;trouwen;32;goud;22;rond;20;267;4;28;76
ritme;rhythm;muziek;64;dansen;24;dans;23;249;2;23;100
rits;zipper;broek;71;jas;38;open;11;267;13;26;77
robot;robot;metaal;14;toekomst;13;machine;11;246;2;40;125
rock;rock;muziek;51;gitaar;24;festival;16;270;7;35;104
rodekool;red cabbage;rood;24;lekker;21;groente;19;270;3;33;89
roepen;to shout;luid;32;schreeuwen;28;boos;19;267;9;25;91
roest;rust;ijzer;37;bruin;17;oud;16;246;1;27;88
rog;ray;vis;63;zee;38;plat;25;267;12;21;86
rok;skirt;zomer;41;vrouw;30;kort;30;399;0;46;128
roken;to smoke;sigaret;27;ongezond;23;stank;19;246;0;29;87
rolschaats;roller skate;vallen;24;wieltjes;15;sport;7;246;4;38;131
rolstoel;wheelchair;gehandicapt;21;wielen;20;gehandicapte;11;246;3;36;113
rond;round;bal;51;cirkel;39;bol;23;270;7;25;84
rood;red;bloed;40;liefde;26;kleur;21;270;8;28;92
roodborstje;robin;vogel;60;rood;23;klein;18;270;3;28;92
roofvogel;bird of prey;arend;52;valk;15;gier;14;270;3;33;96
rook;smoke;vuur;52;sigaret;44;brand;33;252;2;24;73
roomsoes;cream puff;lekker;31;bakker;30;slagroom;13;249;13;31;89
roos;rose;bloem;63;rood;55;liefde;25;306;4;25;87
ros;steed; pink;paard;52;haar;30;kleur;15;249;16;22;77
roze;pink;kleur;18;barbie;17;varken;14;273;11;29;114
rubber;rubber;zwart;25;boom;18;condoom;16;246;6;31;105
rugby;rugby;sport;32;bal;32;amerika;15;270;1;34;111
rugbybal;rugbyball;sport;36;ovaal;25;amerika;12;246;1;32;105
rugzak;backpack;school;22;vakantie;20;zwaar;17;246;2;30;105
ruiken;to smell;neus;51;geur;29;parfum;21;255;3;22;65
ruimte;space;sterren;27;maan;18;astronaut;16;270;0;35;98
ruiter;horseman;paard;79;zadel;9;laarzen;8;246;2;28;91
rups;caterpillar;vlinder;51;groen;20;blad;11;267;11;30;95
ruw;rough;hard;32;schuurpapier;15;steen;11;246;8;35;111
saai;boring;les;27;vervelend;13;verveling;12;270;28;35;131
safari;safari;jeep;40;afrika;34;leeuw;22;270;0;29;81
salamander;salamander;groen;25;staart;15;water;14;264;7;34;102
salon;drawing room;zetel;45;tv;14;tafel;14;249;1;32;102
salopet;dungarees;jeans;28;broek;27;blauw;15;270;16;35;116
sandwich;sandwich;kaas;29;eten;27;lekker;17;246;7;24;82
sap;juice;fruit;38;appel;16;appelsien;16;255;2;29;91
sappig;juicy;fruit;43;appel;20;appelsien;20;270;5;38;82
sardine;sardine;vis;58;blik;38;zee;18;270;11;25;77
saus;sauce; gravy;vlees;22;eten;20;spaghetti;20;309;9;41;111
saxofoon;saxophone;muziek;54;jazz;33;blazen;14;267;3;26;97
schaaf;plane;hout;31;wonde;22;pijn;19;279;68;26;100
schaap;sheep;wol;72;wei;20;wit;18;270;2;30;93
schaar;scissors;knippen;51;papier;47;scherp;23;270;8;20;75
schaatsen;skate;ijs;62;vallen;25;koud;25;267;7;26;81
schakelaar;switch;licht;70;electriciteit;19;aan;17;246;5;21;74
schaken;chess;koning;18;paard;17;moeilijk;12;267;5;39;99
scharnier;hinge;deur;75;piepen;22;olie;12;246;4;27;78
scheermes;razor;baard;31;scherp;25;schuim;16;255;3;33;72
schelp;shell;zee;63;strand;46;zand;20;249;2;22;74
schermen;fencing;sport;30;zwaard;25;wit;17;267;14;29;110
scherp;sharp;mes;75;pijn;20;punt;18;270;19;26;77
schieten;to shoot;geweer;47;dood;15;kogel;13;246;2;31;94
schild;shield;ridder;53;schildpad;35;bescherming;18;270;4;24;66
schilderen;to paint;verf;47;penseel;17;schilderij;15;267;3;28;92
schilderij;painting;verf;34;museum;18;kunst;17;249;0;27;87
schildpad;turtle;traag;51;groen;30;schild;24;267;0;30;86
schillen;to peel;appel;39;mes;28;aardappel;26;255;9;23;76
schip;ship;zee;44;boot;35;water;31;273;0;29;69
schoen;shoe;veter;28;voet;19;zool;12;246;0;36;97
schoenen;shoes;veters;29;winkel;12;voeten;10;267;1;38;117
schommel;swing;kinderen;30;tuin;19;kind;16;246;0;32;88
schommelstoel;rocker;oma;27;oud;14;opa;13;330;3;48;158
school;school;leren;25;boeken;17;les;14;270;3;43;108
schoorsteen;chimney;rook;43;roet;27;zwart;19;249;4;26;59
schop;shovel;tuin;31;zand;26;aarde;21;270;5;26;95
schoppe;spades;kaarten;21;aas;10;zwart;10;246;63;26;86
schorpioen;scorpion;woestijn;19;gevaarlijk;18;gif;16;246;2;33;90
schorseneren;black salsify;wit;29;groente;20;eten;15;264;35;26;91
schort;apron;keuken;108;koken;64;vuil;41;591;6;66;174
schot;shot;geweer;45;roos;25;pistool;12;246;0;28;92
schotland;Scotland;doedelzak;25;kilt;23;rok;18;270;4;36;107
schouder;shoulder;pijn;19;arm;15;lichaam;10;246;7;36;115
schrijven;to write;pen;50;papier;39;boek;19;246;0;22;66
schroef;screw; propeller;schroevendraaier;30;vijs;20;draaien;18;273;8;42;98
schroevendraaier;screwdriver;gereedschap;21;vijs;20;werken;18;270;9;38;118
secretaresse;secretary;bureau;33;computer;20;bril;16;267;2;29;104
selder;celery;soep;48;groen;41;groente;39;270;6;18;71
sexy;sexy;lingerie;17;vrouw;15;knap;10;270;13;39;132
short;shorts;zomer;45;kort;20;broek;16;273;7;33;87
sigaar;cigar;roken;26;rook;24;stank;16;246;0;29;85
sigaret;cigarette;rook;32;ongezond;31;roken;20;264;0;34;74
sinaasappel;orange;oranje;69;rond;19;fruit;17;270;1;25;77
sinterklaas;St Nicholas;zwartepiet;54;mijter;18;speelgoed;16;318;1;31;84
sjaal;scarf;winter;55;warm;40;koud;26;264;1;28;70
sjalot;shallot;ui;39;ajuin;30;tranen;18;300;12;31;112
skateboard;skateboard;vallen;20;wieltjes;20;ramp;18;270;10;36;121
skatebord;skateboard;vallen;14;wieltjes;10;jongeren;10;246;3;37;119
skelet;skeleton;dood;31;geraamte;22;wit;18;270;3;32;99
skiën;ski;sneeuw;77;vakantie;11;wit;10;270;0;34;85
skis;skis;sneeuw;55;latten;14;koud;11;246;32;26;69
sla;lettuce;groen;54;groente;26;tomaat;14;267;0;32;78
slaan;to hit;pijn;46;ruzie;11;vechten;11;246;4;34;103
slager;butcher;vlees;70;mes;25;bloed;24;270;7;26;84
slagroom;whipping cream;taart;43;ijs;40;wit;28;270;4;26;83
slak;snail;traag;57;slijm;42;huisje;22;258;1;24;64
slang;snake;gif;18;lang;14;giftig;14;270;2;41;115
slapen;to sleep;bed;62;kussen;21;dromen;20;270;1;30;65
slazwierder;salad spinner;water;30;sla;28;groen;16;264;18;30;91
slede;sled;sneeuw;79;winter;25;glijden;12;273;5;26;89
slee;sled;sneeuw;84;winter;22;kerstman;15;273;1;29;68
sleutel;key;deur;62;slot;32;huis;18;270;4;27;75
slijper;sharpener;potlood;69;scherp;13;punt;11;246;2;28;88
slijpschijf;grinding disc;scherp;22;lawaai;17;werken;16;270;15;36;105
slim;smart;intelligent;21;dom;18;iq;14;246;4;35;113
slip;panties;ondergoed;32;onderbroek;19;wit;16;270;6;33;111
slot;lock;sleutel;41;deur;33;einde;28;246;3;19;77
slurf;trunk;olifant;88;grijs;19;lang;16;267;13;22;77
sluw;sly;vos;83;slim;22;listig;7;267;21;23;92
smaak;taste;lekker;40;tong;32;eten;27;270;10;20;81
smid;blacksmith;ijzer;33;hoefijzer;28;vuur;26;270;5;26;84
snaar;string / chord;gitaar;77;viool;47;muziek;26;270;3;20;66
snack;snack;eten;19;broodje;16;lekker;15;303;3;44;118
snaren;strings / chords;gitaar;78;viool;50;muziek;24;267;6;16;62
snavel;bill / beak;vogel;74;bek;42;eend;17;267;4;25;73
sneeuw;snow;wit;66;koud;47;winter;19;270;0;26;76
sneeuwman;snowman;winter;39;wortel;36;koud;27;246;0;25;67
snel;fast;vlug;24;auto;23;lopen;18;270;11;35;108
snelheid;speed;auto;55;lopen;9;vliegtuig;9;270;8;40;121
snijden;to cut;mes;67;bloed;34;pijn;30;267;4;19;63
snoek;pike;vis;67;water;35;vissen;13;270;14;29;80
snoep;candy;lekker;43;zoet;31;ongezond;14;273;5;33;90
soep;soup;warm;41;groenten;23;balletjes;17;270;3;25;98
soeplepel;ladle;soep;55;eten;26;vork;12;270;3;39;95
sokken;socks;voeten;25;schoenen;23;warm;21;270;4;35;91
soldaat;soldier;oorlog;51;leger;36;geweer;24;252;0;21;97
sorbet;sherbert;ijs;61;koud;22;lekker;20;270;5;30;85
spaarvarken;piggy bank;geld;68;roze;21;sparen;16;258;8;20;83
spaghetti;spaghetti;saus;28;italie;22;lekker;18;273;2;28;87
spanje;Spain;zon;59;zee;25;strand;22;270;2;26;83
spatel;spatula;dokter;15;koken;12;keuken;11;270;35;33;119
specht;woodpecker;boom;61;vogel;56;snavel;20;270;1;29;75
speculoos;speculoos (type of spiced biscuit);sinterklaas;50;koffie;35;lekker;27;273;2;27;71
speelgoed;toy;pop;25;kinderen;23;sinterklaas;23;270;0;31;80
speeltuin;playground;kinderen;55;schommel;47;glijbaan;29;276;0;23;59
speer;spear;scherp;22;punt;21;werpen;21;282;2;34;109
spek;bacon;varken;42;vet;37;eieren;34;270;1;19;60
spel;game;kinderen;14;leuk;11;plezier;10;246;1;41;119
spelen;to play;kinderen;32;plezier;19;bal;17;270;0;40;107
spiegel;mirror;badkamer;21;glas;17;beeld;12;246;3;41;98
spijker;nail;hamer;64;muur;24;nagel;17;270;4;27;70
spin;spider;web;34;zwart;24;poten;20;267;5;36;89
spinazie;spinach;groen;65;popeye;29;sterk;23;270;3;24;64
spinneweb;cobweb;spin;63;vies;20;vlieg;15;246;0;26;105
spinnewiel;spinning wheel;wol;37;doornroosje;24;sprookje;18;246;4;28;86
splinter;splinter;hout;73;pijn;61;pincet;23;249;1;15;55
spook;ghost;wit;53;laken;22;geest;14;276;1;37;93
spoor;rail;trein;78;weg;10;station;10;270;6;28;126
sport;sport;voetbal;32;tennis;20;zwemmen;16;270;3;43;101
sportvissen;sport fishing;hengel;34;saai;22;water;21;270;15;32;107
springen;to jump;trampoline;27;hoog;13;touw;11;270;7;44;120
springtouw;skipping rope;springen;20;kinderen;18;speelplaats;13;249;1;31;106
sprinkhaan;grasshopper;groen;44;springen;23;gras;23;270;6;26;102
sprookje;fairytale;sneeuwwitje;19;roodkapje;14;prinses;12;279;1;39;103
spruiten;brussels' sprouts;groen;55;vies;20;eten;16;270;5;32;89
spuit;syringe;dokter;29;pijn;22;naald;16;246;4;30;78
spuwen;to spit;vies;36;speeksel;32;slijm;9;246;5;30;106
squash;squash;sport;30;racket;25;bal;24;270;1;28;75
staalborstel;wire brush;hard;21;kuisen;15;roest;12;282;65;34;94
staart;tail;hond;32;dier;30;kat;23;267;5;27;88
stad;city;winkels;15;druk;15;leuven;13;249;0;34;119
stank;stench;geur;17;vies;16;zweet;13;270;13;37;120
statief;stand; tripod;fototoestel;24;foto;22;camera;15;246;23;38;115
station;station;trein;83;wachten;21;perron;11;270;0;28;90
steek;sting / stab;pijn;32;bij;31;wesp;25;270;9;25;94
steen;stone;hard;53;huis;17;rots;16;267;4;34;95
stekelbaars;stickleback;vis;68;water;27;zee;23;267;13;23;82
stekels;prickles; quills;egel;67;pijn;30;cactus;12;267;10;28;79
steken;to sting;pijn;32;bij;27;mes;24;270;4;26;99
stekker;plug;stopcontact;36;electriciteit;30;elektriciteit;21;246;5;30;91
step;kick scooter;fiets;27;kind;20;kinderen;18;480;18;71;203
ster;star;hemel;40;nacht;21;maan;20;249;1;29;104
sterk;strong;spieren;28;beer;17;kracht;16;264;11;42;94
sterrenbeeld;star sign;horoscoop;17;maagd;17;tweeling;14;246;0;32;77
stethoscoop;stethoscope;dokter;69;koud;25;hart;19;249;6;24;71
stewardess;stewardess;vliegtuig;74;vrouw;14;uniform;11;270;1;30;84
stick;stick;hockey;23;stok;15;computer;14;246;32;26;104
stinkdier;skunk;stank;27;zwart;20;zwartwit;13;249;12;30;105
stoel;stool;zitten;61;tafel;34;poten;23;276;2;29;87
stof;cloths / fabrics;vuil;22;kleding;13;stofzuiger;13;270;14;36;114
stofzuiger;vacuum cleaner;stof;38;lawaai;28;kuisen;24;267;1;29;102
stok;stick;slaan;31;boom;30;hout;24;270;11;30;90
stokjes;(small sticks);chinees;40;hout;19;mikado;16;246;4;24;95
stop;stop / plug;rood;21;verkeersbord;18;verkeer;17;288;5;39;111
stopcontact;socket;stekker;45;elektriciteit;43;electriciteit;19;288;0;33;80
straatmuzikant;busker;gitaar;29;geld;25;muziek;21;258;1;29;105
strak;tight;broek;19;spannend;13;vast;8;246;8;42;132
strand;beach;zee;69;zand;47;zon;41;270;0;19;63
streng;severe;strict;ouders;21;school;18;leraar;15;270;20;31;117
strepen;stripes;zebra;45;zebrapad;25;lijnen;14;270;9;33;116
strijkijzer;flat-iron;warm;26;strijkplank;22;stoom;21;246;6;25;75
strijkplank;ironing board;strijkijzer;37;was;29;strijken;20;258;1;27;97
strik;bow tie;cadeau;20;das;16;haar;14;249;4;42;96
string;string;ondergoed;21;sexy;17;vrouw;16;270;10;41;126
struik;bush;shrub;groen;40;bos;26;boom;18;246;4;25;81
struisvogel;ostrich;ei;37;groot;18;zand;17;270;7;34;94
stukjes;pieces;puzzel;25;kapot;15;deeltjes;12;264;3;34;117
stuur;wheel / handlebar;auto;83;rond;27;fiets;27;270;5;21;67
suiker;sugar;zoet;51;koffie;21;lekker;19;270;1;32;93
supporter;fan;voetbal;62;sport;16;hooligan;15;246;4;26;87
surfen;surf;water;35;zee;34;golven;20;270;1;24;85
sushi;sushi;vis;44;japan;26;eten;21;267;5;21;64
sweater;sweater;warm;49;trui;25;winter;19;270;4;33;87
synthesizer;synthesizer;muziek;64;piano;40;toetsen;12;267;5;25;107
t-shirt;t-shirt;zomer;41;wit;23;kleding;10;270;11;44;108
taart;pie;lekker;37;slagroom;30;verjaardag;27;267;1;31;85
tabak;tobacco;roken;37;sigaret;31;stank;16;249;1;27;67
tabasco;tabasco;spaghetti;53;pikant;49;rood;43;270;3;22;69
tafel;table;eten;66;stoel;39;tafelkleed;13;276;1;29;90
tafeltennis;table tennis;balletje;54;pingpong;48;groen;36;492;6;48;131
tak;branch;boom;88;blad;33;bruin;17;276;0;21;76
tamboerijn;tambourine;muziek;70;trommel;11;belletjes;9;270;14;28;108
tand;tooth;pijn;33;tandarts;33;wit;25;246;1;24;72
tandarts;dentist;pijn;42;tanden;19;wit;18;270;9;31;106
tandem;tandem;fiets;59;twee;43;fietsen;10;246;2;24;96
tanden;teeth;wit;48;tandarts;23;poetsen;20;267;1;27;64
tandenborstel;toothbrush;tandpasta;55;tanden;35;poetsen;18;246;2;24;79
tandpasta;toothpaste;tandenborstel;52;tanden;34;poetsen;18;258;0;26;71
tang;pliers;gereedschap;21;nagel;17;werktuig;15;267;13;38;120
tank;tank;oorlog;38;leger;35;benzine;30;279;3;29;102
tankstation;petrol station;auto;43;benzine;39;pomp;13;246;0;26;91
tapijt;carpet;vloer;20;zacht;18;stof;16;255;1;38;104
tas;mug;koffie;36;boeken;12;zak;11;270;10;41;112
taxi;taxi;geel;40;auto;33;duur;25;267;10;21;84
team;team;sport;31;voetbal;27;groep;23;270;3;26;99
teen;toe;voet;55;nagel;49;schoen;10;249;7;25;80
tegel;tile;vloer;58;badkamer;29;vierkant;19;276;6;31;77
tekenen;to draw;potlood;48;papier;23;kleuren;12;246;3;36;90
tekenfilm;cartoon;disney;21;kinderen;20;mickeymouse;11;246;0;33;114
telefoon;telephone;gsm;49;bellen;35;nummer;14;270;1;36;94
televisie;television;film;17;programma;13;nieuws;13;249;1;41;121
tennis;tennis;bal;30;racket;17;tennisbal;15;264;2;34;109
tennisbal;tennis ball;geel;33;rond;20;sport;17;246;2;29;91
tennisracket;tennis racket;bal;30;sport;22;tennisbal;21;246;2;26;105
tent;tent;vakantie;28;kamperen;22;camping;18;246;0;30;103
tentakels;tentacles;inktvis;33;octopus;30;kwal;12;267;24;27;115
terras;patio;zon;34;zomer;26;drinken;19;261;0;31;86
thee;tea;warm;23;water;16;citroen;13;267;7;32;109
theelepel;teaspoon;thee;80;suiker;63;koffie;46;591;8;65;180
theepot;teapot;thee;42;warm;20;koffie;12;246;0;35;101
thermometer;thermometer;koorts;45;warm;26;ziek;23;246;0;22;57
thermos;thermos;koffie;63;warm;49;thee;15;246;1;20;75
tijd;time;klok;31;horloge;27;uur;20;258;0;37;93
tijger;tiger;strepen;21;dier;14;kat;13;270;2;35;98
tiramisu;tiramisu;dessert;43;lekker;37;italie;12;246;1;27;77
toast;toast;brood;26;broodrooster;15;kaas;13;267;3;36;98
toeter;horn;auto;34;lawaai;24;bel;14;246;3;22;94
toetsen;keys;punten;21;computer;18;examen;13;267;10;34;96
tofu;tofu;vegetarisch;20;eten;19;vegetarier;11;270;77;27;83
toga;gown;rechter;18;advocaat;17;kleed;16;270;12;38;114
toilet;toilet;wc;21;wcpapier;15;plassen;13;246;3;39;112
tol;top;speelgoed;28;draaien;17;betalen;16;246;1;31;111
tomaat;tomato;rood;64;groente;19;rond;14;270;0;30;84
tomatensaus;tomato sauce;spaghetti;55;rood;31;balletjes;18;246;2;31;81
ton;cask, barrel;water;22;vat;21;hout;17;249;7;30;85
toneel;drama;podium;24;acteur;21;acteurs;18;270;9;39;117
tong;sole;mond;26;kus;20;smaak;16;270;2;35;82
topje;top;zomer;45;meisje;11;sexy;11;267;5;38;102
touw;rope;koord;19;klimmen;18;knoop;11;270;14;32;109
tovenaar;wizard;merlijn;28;magie;20;toverstok;12;246;3;33;97
traag;slow;slak;58;snel;30;schildpad;20;270;8;26;110
traan;tear;verdriet;60;wenen;19;nat;11;246;4;26;72
tractor;tractor;boer;62;veld;25;boerderij;17;267;1;35;89
training;tracksuit;sport;36;lopen;24;voetbal;20;276;1;33;119
tram;tram;trein;23;spoor;19;bus;15;270;2;40;107
trampoline;trampoline;springen;72;kinderen;17;turnen;15;246;1;27;79
tranen;tears;verdriet;57;wenen;19;nat;14;246;1;26;82
trap;stairs;trede;19;leuning;17;hout;14;246;3;33;94
trechter;funnel;fles;19;water;18;vloeistof;18;258;14;33;113
trede;step;trap;88;vallen;25;ladder;12;264;4;27;67
trein;train;station;22;spoor;14;conducteur;11;264;3;39;106
trekken;to pull;touw;40;duwen;40;deur;10;246;8;25;99
triangel;triangle;muziek;61;driehoek;57;instrument;15;270;2;24;70
trombone;trombone;muziek;35;fanfare;19;instrument;16;267;14;29;84
trommel;drum;muziek;28;lawaai;27;fanfare;26;270;1;30;104
trompet;trumpet;muziek;40;blazen;18;lawaai;18;267;4;28;86
trouwen;to marry;kerk;29;feest;28;ring;22;270;3;31;79
trui;pullover;warm;57;wol;51;winter;31;270;1;25;75
tuin;garden;gras;50;bloemen;37;groen;20;270;2;22;74
tuinslang;garden hose;water;59;zomer;24;tuin;18;249;2;24;72
tulp;tulip;bloem;63;rood;22;nederland;16;246;1;23;77
turnen;gymnastics;lenig;19;sport;10;bok;10;270;4;46;140
tutu;tutu;ballet;57;roze;31;dansen;14;246;19;21;75
tv;television;film;23;programma;16;ontspanning;9;270;4;38;114
tweeloop;double barreled shotgun;geweer;54;jacht;21;schieten;14;279;32;27;96
typemachine;typewriter;oud;18;ouderwets;14;letters;14;246;2;33;100
typen;to type;computer;40;toetsenbord;21;klavier;11;249;3;37;93
uil;owl;nacht;54;vogel;20;kerk;13;270;3;36;85
uitgestorven;extinct;dinosaurus;44;dood;35;dieren;12;267;4;32;103
uniform;uniform;politie;39;leger;32;school;27;267;1;31;99
vaartuig;vessel;boot;71;water;39;schip;24;303;1;29;99
vaas;vase;bloemen;62;water;40;glas;21;270;2;28;88
vakantie;vacation;zon;53;strand;23;zee;22;267;1;30;99
valk;falcon;vogel;55;lucht;12;vliegen;11;267;5;39;102
vallen;to fall;pijn;68;opstaan;14;grond;12;270;5;28;111
vampier;vampire;bloed;71;tanden;53;dracula;20;270;1;26;57
varaan;monitor lizard;groen;26;hagedis;17;reptiel;17;270;44;28;99
varen;fern / sail;boot;63;zee;32;water;27;267;7;23;77
varken;pig;roze;26;roos;25;modder;20;270;0;32;77
vechten;to fight;pijn;25;ruzie;17;bloed;17;270;6;32;112
veel;many;weinig;26;eten;15;meer;12;249;15;31;109
veer;feather;vogel;40;pluim;22;licht;14;246;6;26;79
vegetarisch;vegetarian;groenten;46;vlees;26;groen;11;267;6;27;102
veiligheidsspeld;safety pin;luier;26;baby;16;prikken;15;246;6;35;101
veld;field;gras;32;voetbal;20;boer;11;267;3;36;109
venkel;fennel;groente;45;groen;22;soep;22;306;16;29;93
ventilator;fan;wind;39;lucht;26;warm;26;276;1;27;82
verbrand;burnt;pijn;37;vuur;30;rood;25;270;2;32;93
verdriet;grief;wenen;36;tranen;30;pijn;30;258;0;28;90
veren;feathers;vogel;62;zacht;21;kussen;14;270;8;28;88
verf;paint;muur;26;kleur;24;borstel;20;270;6;32;92
verfborstel;paintbrush;verf;39;schilderen;18;kleur;17;267;6;28;105
vergiet;colander;water;48;spaghetti;47;gaatjes;16;270;24;26;80
